,cons_Original_and_Fisher,cons_Retrained_and_Fisher,effectiveness_test,effectiveness_forget,effectiveness,cert,dist_Original_Original_init,dist_Fisher_Original_init
0,0.1328977058664638,0.26842652775164066,0.00649999999999995,0.009000000000000008,0.00853118883499282,0.4719454640797068,0.8001268428725727,0.8217471706287519
