,cons_Original_and_Fisher,cons_Retrained_and_Fisher,effectiveness_test,effectiveness_forget,effectiveness,cert,dist_Original_Original_init,dist_Fisher_Original_init
0,0.13288536299642711,0.2652214063438068,0.007800000000000029,0.050000000000000044,0.008788410153640625,2.8248587570621493,0.8001268428725727,0.8217106020204028
