,cons_Original_and_Fisher,cons_Retrained_and_Fisher,effectiveness_test,effectiveness_forget,effectiveness,cert,dist_Original_Original_init,dist_Fisher_Original_init
0,0.13284422211631297,0.26828167752646215,0.006199999999999983,0.027999999999999914,0.008275891413496717,1.489361702127655,0.8001268428725727,0.8216762060551457
