,cons_Original_and_Fisher,cons_Retrained_and_Fisher,effectiveness_test,effectiveness_forget,effectiveness,cert,dist_Original_Original_init,dist_Fisher_Original_init
0,0.13288149147507375,0.26506108403165646,0.00759999999999994,0.0,0.00926853707414832,0.0,0.8001268428725727,0.8217237723479843
