,cons_Original_and_Fisher,cons_Retrained_and_Fisher,effectiveness_test,effectiveness_forget,effectiveness,cert,dist_Original_Original_init,dist_Fisher_Original_init
0,0.13294363396928088,0.26795431177961876,0.007000000000000006,0.05500000000000005,0.008786486256488812,3.1303357996585115,0.8001268428725727,0.8216838384202552
