,cons_Original_and_Fisher,cons_Retrained_and_Fisher,effectiveness_test,effectiveness_forget,effectiveness,cert,dist_Original_Original_init,dist_Fisher_Original_init
0,0.13294458996366473,0.26868736779261604,0.008199999999999985,0.010999999999999899,0.010445919496213096,0.5879208979155478,0.8001268428725727,0.8216949916805136
