,cons_Original_and_Fisher,cons_Retrained_and_Fisher,effectiveness_test,effectiveness_forget,effectiveness,cert,dist_Original_Original_init,dist_Fisher_Original_init
0,0.13300879216736422,0.2685937904298217,0.008400000000000074,0.039000000000000035,0.0101693472895924,2.2021456804065522,0.8001268428725727,0.821658523144338
