,cons_Original_and_Fisher,cons_Retrained_and_Fisher,effectiveness_test,effectiveness_forget,effectiveness,cert,dist_Original_Original_init,dist_Fisher_Original_init
0,0.1327969813288114,0.26562368734974323,0.007499999999999951,0.008000000000000007,0.008658837545740705,0.4136504653567739,0.8001268428725727,0.8216583081159952
