,cons_Original_and_Fisher,cons_Retrained_and_Fisher,effectiveness_test,effectiveness_forget,effectiveness,cert,dist_Original_Original_init,dist_Fisher_Original_init,dist_Retrained_Original_init
0,0.13288932909421636,0.2652968370576811,0.007699999999999929,0.06999999999999995,0.009310287241149018,3.783783783783781,0.8001268428725727,0.8217048584544723,0.9773556769759583
