,cons_Original_and_Fisher,cons_Retrained_and_Fisher,effectiveness_test,effectiveness_forget,effectiveness,cert,dist_Original_Original_init,dist_Fisher_Original_init
0,0.1328338629270122,0.26639547344044345,0.007000000000000006,0.0020000000000000018,0.009722576801974303,0.10482180293501057,0.8001268428725727,0.8216901183251645
