,cons_Original_and_Fisher,cons_Retrained_and_Fisher,effectiveness_test,effectiveness_forget,effectiveness,cert,dist_Original_Original_init,dist_Fisher_Original_init
0,0.13307859644382186,0.33283810309895234,0.009000000000000008,0.040000000000000036,0.007749295518589161,2.1407546160021425,0.8001268428725727,0.8219045142380766
