,cons_Original_and_Fisher,cons_Retrained_and_Fisher,effectiveness_test,effectiveness_forget,effectiveness,cert,dist_Original_Original_init,dist_Fisher_Original_init
0,0.1328730138108166,0.26536497734858666,0.006699999999999928,0.0,0.008357190973391715,0.0,0.8001268428725727,0.8217220992704783
