,cons_Original_and_Fisher,cons_Retrained_and_Fisher,effectiveness_test,effectiveness_forget,effectiveness,cert,dist_Original_Original_init,dist_Fisher_Original_init
0,0.13340571890331276,0.3823448300416394,0.09840000000000004,0.9360624604346909,0.0049231480411418005,100.0,0.8001268428725727,0.8218951146815824
